,Date,Local,Visitor,Links,GoalsLocal,GoalsVisitor
65,2018-09-30,Villarreal,Valladolid,https://fbref.com/en/matches/d88a3f0a/Villarreal-Valladolid-September-30-2018-La-Liga,0,1
66,2018-09-30,Levante,Alavés,https://fbref.com/en/matches/bbddb46a/Levante-Alaves-September-30-2018-La-Liga,2,1
67,2018-09-30,Betis,Leganés,https://fbref.com/en/matches/637330f8/Real-Betis-Leganes-September-30-2018-La-Liga,1,0
68,2018-10-01,Celta Vigo,Getafe,https://fbref.com/en/matches/64042946/Celta-Vigo-Getafe-October-1-2018-La-Liga,1,1
69,2018-10-05,Athletic Bilbao,Real Sociedad,https://fbref.com/en/matches/83e25acf/Athletic-Bilbao-Real-Sociedad-October-5-2018-La-Liga,1,3
70,2018-10-06,Girona,Eibar,https://fbref.com/en/matches/4f8ebd8c/Girona-Eibar-October-6-2018-La-Liga,2,3
71,2018-10-06,Getafe,Levante,https://fbref.com/en/matches/e344cb66/Getafe-Levante-October-6-2018-La-Liga,0,1
72,2018-10-06,Alavés,Real Madrid,https://fbref.com/en/matches/6bd9667d/Alaves-Real-Madrid-October-6-2018-La-Liga,1,0
73,2018-10-06,Leganés,Rayo Vallecano,https://fbref.com/en/matches/5bd83f8d/Leganes-Rayo-Vallecano-October-6-2018-La-Liga,1,0
74,2018-10-07,Valladolid,Huesca,https://fbref.com/en/matches/b0dd4747/Valladolid-Huesca-October-7-2018-La-Liga,1,0
75,2018-10-07,Atlético Madrid,Betis,https://fbref.com/en/matches/e059292a/Atletico-Madrid-Real-Betis-October-7-2018-La-Liga,1,0
76,2018-10-07,Sevilla,Celta Vigo,https://fbref.com/en/matches/848d3555/Sevilla-Celta-Vigo-October-7-2018-La-Liga,2,1
77,2018-10-07,Espanyol,Villarreal,https://fbref.com/en/matches/c60879d1/Espanyol-Villarreal-October-7-2018-La-Liga,3,1
78,2018-10-07,Valencia,Barcelona,https://fbref.com/en/matches/5df44b11/Valencia-Barcelona-October-7-2018-La-Liga,1,1
79,2018-10-19,Celta Vigo,Alavés,https://fbref.com/en/matches/02dfa469/Celta-Vigo-Alaves-October-19-2018-La-Liga,0,1
80,2018-10-20,Real Madrid,Levante,https://fbref.com/en/matches/c38c822b/Real-Madrid-Levante-October-20-2018-La-Liga,1,2
81,2018-10-20,Valencia,Leganés,https://fbref.com/en/matches/25bbcd4f/Valencia-Leganes-October-20-2018-La-Liga,1,1
82,2018-10-20,Villarreal,Atlético Madrid,https://fbref.com/en/matches/62f320a8/Villarreal-Atletico-Madrid-October-20-2018-La-Liga,1,1
83,2018-10-20,Barcelona,Sevilla,https://fbref.com/en/matches/ce338edb/Barcelona-Sevilla-October-20-2018-La-Liga,4,2
84,2018-10-21,Rayo Vallecano,Getafe,https://fbref.com/en/matches/03f64a42/Rayo-Vallecano-Getafe-October-21-2018-La-Liga,1,2
85,2018-10-21,Eibar,Athletic Bilbao,https://fbref.com/en/matches/cfd01b35/Eibar-Athletic-Bilbao-October-21-2018-La-Liga,1,1
86,2018-10-21,Huesca,Espanyol,https://fbref.com/en/matches/b447bc32/Huesca-Espanyol-October-21-2018-La-Liga,0,2
87,2018-10-21,Betis,Valladolid,https://fbref.com/en/matches/01dad537/Real-Betis-Valladolid-October-21-2018-La-Liga,0,1
88,2018-10-22,Real Sociedad,Girona,https://fbref.com/en/matches/17abcc36/Real-Sociedad-Girona-October-22-2018-La-Liga,0,0
89,2018-10-24,Rayo Vallecano,Athletic Bilbao,https://fbref.com/en/matches/2ab8da78/Rayo-Vallecano-Athletic-Bilbao-October-24-2018-La-Liga,1,1
90,2018-10-26,Valladolid,Espanyol,https://fbref.com/en/matches/208c1a6e/Valladolid-Espanyol-October-26-2018-La-Liga,1,1
91,2018-10-27,Girona,Rayo Vallecano,https://fbref.com/en/matches/7fb0f3bf/Girona-Rayo-Vallecano-October-27-2018-La-Liga,2,1
92,2018-10-27,Athletic Bilbao,Valencia,https://fbref.com/en/matches/97758716/Athletic-Bilbao-Valencia-October-27-2018-La-Liga,0,0
93,2018-10-27,Levante,Leganés,https://fbref.com/en/matches/43c50e7d/Levante-Leganes-October-27-2018-La-Liga,2,0
94,2018-10-27,Celta Vigo,Eibar,https://fbref.com/en/matches/51f0b015/Celta-Vigo-Eibar-October-27-2018-La-Liga,4,0
95,2018-10-27,Atlético Madrid,Real Sociedad,https://fbref.com/en/matches/84a25f29/Atletico-Madrid-Real-Sociedad-October-27-2018-La-Liga,2,0
96,2018-10-28,Getafe,Betis,https://fbref.com/en/matches/a7fc6107/Getafe-Real-Betis-October-28-2018-La-Liga,2,0
97,2018-10-28,Barcelona,Real Madrid,https://fbref.com/en/matches/66e58adb/Barcelona-Real-Madrid-October-28-2018-La-Liga,5,1
98,2018-10-28,Alavés,Villarreal,https://fbref.com/en/matches/98f7f3a3/Alaves-Villarreal-October-28-2018-La-Liga,2,1
99,2018-10-28,Sevilla,Huesca,https://fbref.com/en/matches/0134c8df/Sevilla-Huesca-October-28-2018-La-Liga,2,1
100,2018-11-03,Leganés,Atlético Madrid,https://fbref.com/en/matches/95a089d7/Leganes-Atletico-Madrid-November-3-2018-La-Liga,1,1
101,2018-11-03,Real Madrid,Valladolid,https://fbref.com/en/matches/17463db7/Real-Madrid-Valladolid-November-3-2018-La-Liga,2,0
102,2018-11-03,Valencia,Girona,https://fbref.com/en/matches/824cee12/Valencia-Girona-November-3-2018-La-Liga,0,1
103,2018-11-03,Rayo Vallecano,Barcelona,https://fbref.com/en/matches/f7762281/Rayo-Vallecano-Barcelona-November-3-2018-La-Liga,2,3
104,2018-11-04,Eibar,Alavés,https://fbref.com/en/matches/eab8ffda/Eibar-Alaves-November-4-2018-La-Liga,2,1
105,2018-11-04,Villarreal,Levante,https://fbref.com/en/matches/de4917a5/Villarreal-Levante-November-4-2018-La-Liga,1,1
106,2018-11-04,Real Sociedad,Sevilla,https://fbref.com/en/matches/e20e255c/Real-Sociedad-Sevilla-November-4-2018-La-Liga,0,0
107,2018-11-04,Huesca,Getafe,https://fbref.com/en/matches/128dec24/Huesca-Getafe-November-4-2018-La-Liga,1,1
108,2018-11-04,Betis,Celta Vigo,https://fbref.com/en/matches/71c82ac5/Real-Betis-Celta-Vigo-November-4-2018-La-Liga,3,3
109,2018-11-05,Espanyol,Athletic Bilbao,https://fbref.com/en/matches/fa35bf22/Espanyol-Athletic-Bilbao-November-5-2018-La-Liga,1,0
110,2018-11-09,Levante,Real Sociedad,https://fbref.com/en/matches/f7adf4ad/Levante-Real-Sociedad-November-9-2018-La-Liga,1,3
111,2018-11-10,Valladolid,Eibar,https://fbref.com/en/matches/9b5a683b/Valladolid-Eibar-November-10-2018-La-Liga,0,0
112,2018-11-10,Getafe,Valencia,https://fbref.com/en/matches/887fc4e0/Getafe-Valencia-November-10-2018-La-Liga,0,1
113,2018-11-10,Atlético Madrid,Athletic Bilbao,https://fbref.com/en/matches/a5f0fdc0/Atletico-Madrid-Athletic-Bilbao-November-10-2018-La-Liga,3,2
114,2018-11-10,Girona,Leganés,https://fbref.com/en/matches/afecb62d/Girona-Leganes-November-10-2018-La-Liga,0,0
115,2018-11-11,Alavés,Huesca,https://fbref.com/en/matches/357d327c/Alaves-Huesca-November-11-2018-La-Liga,2,1
116,2018-11-11,Barcelona,Betis,https://fbref.com/en/matches/8113b235/Barcelona-Real-Betis-November-11-2018-La-Liga,3,4
117,2018-11-11,Sevilla,Espanyol,https://fbref.com/en/matches/1befc598/Sevilla-Espanyol-November-11-2018-La-Liga,2,1
118,2018-11-11,Rayo Vallecano,Villarreal,https://fbref.com/en/matches/3666ee1a/Rayo-Vallecano-Villarreal-November-11-2018-La-Liga,2,2
119,2018-11-11,Celta Vigo,Real Madrid,https://fbref.com/en/matches/349e2112/Celta-Vigo-Real-Madrid-November-11-2018-La-Liga,2,4
120,2018-11-23,Leganés,Alavés,https://fbref.com/en/matches/f96bece2/Leganes-Alaves-November-23-2018-La-Liga,1,0
121,2018-11-24,Eibar,Real Madrid,https://fbref.com/en/matches/61527cdb/Eibar-Real-Madrid-November-24-2018-La-Liga,3,0
122,2018-11-24,Valencia,Rayo Vallecano,https://fbref.com/en/matches/f8029619/Valencia-Rayo-Vallecano-November-24-2018-La-Liga,3,0
123,2018-11-24,Huesca,Levante,https://fbref.com/en/matches/5398d74a/Huesca-Levante-November-24-2018-La-Liga,2,2
124,2018-11-24,Atlético Madrid,Barcelona,https://fbref.com/en/matches/21323dd4/Atletico-Madrid-Barcelona-November-24-2018-La-Liga,1,1
125,2018-11-25,Athletic Bilbao,Getafe,https://fbref.com/en/matches/4a60252f/Athletic-Bilbao-Getafe-November-25-2018-La-Liga,1,1
126,2018-11-25,Sevilla,Valladolid,https://fbref.com/en/matches/7fd9cdd4/Sevilla-Valladolid-November-25-2018-La-Liga,1,0
127,2018-11-25,Espanyol,Girona,https://fbref.com/en/matches/fbd38a66/Espanyol-Girona-November-25-2018-La-Liga,1,3
128,2018-11-25,Villarreal,Betis,https://fbref.com/en/matches/c3a61aa7/Villarreal-Real-Betis-November-25-2018-La-Liga,2,1
129,2018-11-26,Real Sociedad,Celta Vigo,https://fbref.com/en/matches/1c359926/Real-Sociedad-Celta-Vigo-November-26-2018-La-Liga,2,1
130,2018-11-30,Rayo Vallecano,Eibar,https://fbref.com/en/matches/6f000f9e/Rayo-Vallecano-Eibar-November-30-2018-La-Liga,1,0
131,2018-12-01,Celta Vigo,Huesca,https://fbref.com/en/matches/e81f55f9/Celta-Vigo-Huesca-December-1-2018-La-Liga,2,0
132,2018-12-01,Valladolid,Leganés,https://fbref.com/en/matches/e599678a/Valladolid-Leganes-December-1-2018-La-Liga,2,4
133,2018-12-01,Getafe,Espanyol,https://fbref.com/en/matches/ffd96bff/Getafe-Espanyol-December-1-2018-La-Liga,3,0
134,2018-12-01,Real Madrid,Valencia,https://fbref.com/en/matches/3e39abc5/Real-Madrid-Valencia-December-1-2018-La-Liga,2,0
135,2018-12-02,Betis,Real Sociedad,https://fbref.com/en/matches/ea705008/Real-Betis-Real-Sociedad-December-2-2018-La-Liga,1,0
136,2018-12-02,Girona,Atlético Madrid,https://fbref.com/en/matches/badb1786/Girona-Atletico-Madrid-December-2-2018-La-Liga,1,1
137,2018-12-02,Barcelona,Villarreal,https://fbref.com/en/matches/abb582f2/Barcelona-Villarreal-December-2-2018-La-Liga,2,0
138,2018-12-02,Alavés,Sevilla,https://fbref.com/en/matches/74f50a0b/Alaves-Sevilla-December-2-2018-La-Liga,1,1
139,2018-12-03,Levante,Athletic Bilbao,https://fbref.com/en/matches/00b0aa7a/Levante-Athletic-Bilbao-December-3-2018-La-Liga,3,0
140,2018-12-07,Leganés,Getafe,https://fbref.com/en/matches/bf43a155/Leganes-Getafe-December-7-2018-La-Liga,1,1
141,2018-12-08,Atlético Madrid,Alavés,https://fbref.com/en/matches/e4608b2e/Atletico-Madrid-Alaves-December-8-2018-La-Liga,3,0
142,2018-12-08,Valencia,Sevilla,https://fbref.com/en/matches/fa1f3b55/Valencia-Sevilla-December-8-2018-La-Liga,1,1
143,2018-12-08,Villarreal,Celta Vigo,https://fbref.com/en/matches/97509c14/Villarreal-Celta-Vigo-December-8-2018-La-Liga,2,3
144,2018-12-08,Espanyol,Barcelona,https://fbref.com/en/matches/6e08f11b/Espanyol-Barcelona-December-8-2018-La-Liga,0,4
145,2018-12-09,Eibar,Levante,https://fbref.com/en/matches/f0ef3886/Eibar-Levante-December-9-2018-La-Liga,4,4
